DATE,SECS,PDS1,DCL,DCI,PDADC,CPTP,CPTF,CPTD,VBC,VFALIM,VFA,XFA,TPCB,VTEMP,CTEMP,VHTR,CHTR,RFL,PDSU,TEMPCO,VQPA,VQP,FAIL
03.16:41:53,0,0.0,1.063,0.0,33036,14371,9645,4726,1.2878,0.0,32970,33555,34.406,85.42,82.943,38751,41545,25928,541,0,0,19331,0.0
03.16:42:03,10,0.0,1.0623,0.0,33085,14348,9638,4710,1.2878,0.0,32950,33584,34.375,85.419,82.943,38739,41545,25847,531,0,0,19331,0.0
03.16:42:13,20,0.0,1.063,0.0,33224,14353,9644,4709,1.2878,0.0,33005,33591,34.375,85.419,82.943,38765,41537,25989,551,0,0,19331,0.0
03.16:42:23,30,0.0,1.063,0.0,33090,14359,9625,4734,1.2878,0.0,32976,33575,34.375,85.42,82.943,38735,41537,25930,533,0,0,19331,0.0
03.16:42:33,40,0.0,1.063,0.0,33067,14342,9648,4694,1.2878,0.0,32953,33585,34.375,85.418,82.943,38740,41544,25844,537,0,0,19331,0.0
03.16:42:43,50,0.0,1.0637,0.0,33130,14350,9642,4708,1.2878,0.0,33002,33582,34.375,85.42,82.943,38749,41536,25936,543,0,0,19331,0.0
03.16:42:53,60,0.0,1.063,0.0,33071,14340,9620,4720,1.2878,0.0,32980,33615,34.375,85.419,82.943,38739,41543,25917,561,0,0,19331,0.0
03.16:43:03,70,0.0,1.0623,0.0,33035,14338,9640,4698,1.2878,0.0,32981,33604,34.375,85.42,82.943,38739,41535,25948,564,0,0,19331,0.0
03.16:43:13,80,0.0,1.0623,0.0,33123,14362,9647,4715,1.2878,0.0,32979,33603,34.375,85.419,82.943,38739,41543,25923,529,0,0,19331,0.0
03.16:43:23,90,0.0,1.063,0.0,33198,14362,9640,4722,1.2878,0.0,33015,33585,34.375,85.42,82.943,38747,41535,25992,530,0,0,19331,0.0
03.16:43:33,100,0.0,1.063,0.0,33089,14345,9641,4704,1.2878,0.0,32979,33583,34.375,85.419,82.943,38745,41535,25970,528,0,0,19331,0.0
03.16:43:43,110,0.0,1.0623,0.0,33055,14360,9628,4732,1.2878,0.0,32970,33570,34.375,85.419,82.942,38741,41543,25921,541,0,0,19331,0.0
03.16:43:53,120,0.0,1.063,0.0,33124,14348,9643,4705,1.2878,0.0,33016,33609,34.375,85.418,82.943,38760,41542,25987,521,0,0,19331,0.0
