DATE,SECS,PDS1,DCL,DCI,PDADC,CPTP,CPTF,CPTD,VBC,VFALIM,VFA,XFA,TPCB,VTEMP,CTEMP,VHTR,CHTR,RFL,PDSU,TEMPCO,VQPA,VQP,CM_mW,FAIL
24.10:24:23,250,0.0,1.3275,0.0,33153,14944,8581,6363,1.2837,0.0,36411,32949,33.531,97.09,83.81299999999999,45121,43130,29604,530,0,0,18365,173.9,0.0
24.10:24:33,260,0.0,1.3269,0.0,33211,14928,8594,6334,1.2837,0.0,36364,32946,33.531,97.089,83.81299999999999,45118,43130,29504,529,0,0,18365,173.9,0.0
24.10:24:43,270,0.0,1.3255,0.0,33276,14956,8566,6390,1.2851,0.0,36394,32938,33.531,97.09,83.81299999999999,45122,43123,29640,511,0,0,18365,173.9,0.0
24.10:24:53,280,0.0,1.3255,0.0,33081,14921,8562,6359,1.2851,0.0,36450,32966,33.531,97.09,83.81299999999999,45115,43123,29726,520,0,0,18365,170.7,0.0
24.10:25:03,290,0.0,1.3275,0.0,33297,14918,8577,6341,1.2837,0.0,36450,32944,33.531,97.088,83.81299999999999,45115,43123,29719,515,0,0,18365,173.9,0.0
24.10:25:13,300,0.0,1.3275,0.0,33238,14918,8560,6358,1.2851,0.0,36383,32936,33.563,97.09,83.81299999999999,45110,43123,29550,513,0,0,18365,173.9,0.0
24.10:25:23,310,0.0,1.3275,0.0,33217,14908,8552,6356,1.2837,0.0,36390,32930,33.531,97.09100000000001,83.81299999999999,45113,43122,29600,524,0,0,18365,173.9,0.0
24.10:25:33,320,0.0,1.3255,0.0,33228,14924,8556,6368,1.2851,0.0,36415,32960,33.531,97.09,83.81299999999999,45116,43122,29601,530,0,0,18365,173.9,0.0
24.10:25:43,330,0.0,1.3269,0.0,33103,14906,8566,6340,1.2837,0.0,36430,32939,33.531,97.09,83.81299999999999,45115,43121,29685,522,0,0,18365,173.9,0.0
24.10:25:53,340,0.0,1.3269,0.0,32956,14938,8573,6365,1.2837,0.0,36393,32938,33.563,97.09,83.81299999999999,45113,43113,29576,523,0,0,18365,173.9,0.0
24.10:26:03,350,0.0,1.3262,0.0,33248,14925,8576,6349,1.2837,0.0,36448,32947,33.531,97.089,83.81299999999999,45110,43112,29670,518,0,0,18365,177.0,0.0
24.10:26:13,360,0.0,1.3262,0.0,33202,14936,8578,6358,1.2837,0.0,36405,32961,33.563,97.09,83.81299999999999,45106,43119,29666,511,0,0,18365,173.9,0.0
24.10:26:23,370,0.0,1.3255,0.0,33068,14917,8549,6368,1.2851,0.0,36357,32937,33.563,97.09,83.81299999999999,45100,43111,29561,521,0,0,18365,173.9,0.0
24.10:26:33,380,0.0,1.3255,0.0,33045,14916,8559,6357,1.2851,0.0,36439,32958,33.563,97.089,83.81299999999999,45115,43118,29702,521,0,0,18365,170.7,0.0
24.10:26:43,390,0.0,1.3269,0.0,33081,14958,8582,6376,1.2851,0.0,36428,32952,33.563,97.09,83.81299999999999,45109,43110,29721,524,0,0,18365,177.0,0.0
24.10:26:53,400,0.0,1.3269,0.0,33207,14935,8563,6372,1.2837,0.0,36434,32979,33.563,97.089,83.81299999999999,45111,43117,29685,515,0,0,18365,173.9,0.0
24.10:27:03,410,0.0,1.3275,0.0,33276,14922,8562,6360,1.2837,0.0,36401,32931,33.563,97.089,83.81299999999999,45106,43108,29651,521,0,0,18365,173.9,0.0
24.10:27:13,420,0.0,1.3269,0.0,33278,14940,8564,6376,1.2837,0.0,36483,32939,33.563,97.089,83.81299999999999,45108,43115,29756,522,0,0,18365,173.9,0.0
24.10:27:23,430,0.0,1.3275,0.0,33099,14935,8564,6371,1.2851,0.0,36447,32958,33.563,97.089,83.81299999999999,45102,43106,29683,510,0,0,18365,177.0,0.0
24.10:27:33,440,0.0,1.3269,0.0,33227,14950,8568,6382,1.2837,0.0,36431,32965,33.563,97.089,83.81299999999999,45107,43106,29676,525,0,0,18365,177.0,0.0
24.10:27:43,450,0.0,1.3255,0.0,33223,14923,8562,6361,1.2851,0.0,36462,32962,33.563,97.089,83.81299999999999,45105,43105,29705,526,0,0,18365,170.7,0.0
24.10:27:53,460,0.0,1.3269,0.0,33170,14938,8586,6352,1.2851,0.0,36443,32929,33.563,97.089,83.81299999999999,45111,43104,29639,529,0,0,18365,173.9,0.0
24.10:28:03,470,0.0,1.3269,0.0,33230,14957,8581,6376,1.2851,0.0,36484,32927,33.563,97.09,83.81299999999999,45103,43111,29840,528,0,0,18365,170.7,0.0
24.10:28:13,480,0.0,1.3275,0.0,33202,14948,8571,6377,1.2851,0.0,36473,32933,33.563,97.09100000000001,83.81299999999999,45103,43102,29745,526,0,0,18365,173.9,0.0
24.10:28:23,490,0.0,1.3269,0.0,33171,14916,8559,6357,1.2837,0.0,36427,32952,33.563,97.09,83.81299999999999,45106,43109,29671,528,0,0,18365,173.9,0.0
24.10:28:33,500,0.0,1.3269,0.0,33255,14934,8552,6382,1.2837,0.0,36455,32956,33.594,97.089,83.81299999999999,45098,43108,29737,519,0,0,18365,173.9,0.0
24.10:28:43,510,0.0,1.3269,0.0,33274,14913,8551,6362,1.2837,0.0,36406,32959,33.594,97.09,83.81299999999999,45098,43108,29633,522,0,0,18365,173.9,0.0
24.10:28:53,520,0.0,1.3255,0.0,33189,14914,8556,6358,1.2851,0.0,36410,32926,33.594,97.089,83.81299999999999,45100,43107,29635,531,0,0,18365,177.0,0.0
24.10:29:03,530,0.0,1.3269,0.0,33196,14932,8561,6371,1.2837,0.0,36446,32914,33.563,97.089,83.81299999999999,45100,43098,29655,525,0,0,18365,173.9,0.0
24.10:29:13,540,0.0,1.3269,0.0,33012,14947,8600,6347,1.2851,0.0,36466,32928,33.563,97.089,83.81299999999999,45100,43098,29716,514,0,0,18365,170.7,0.0
24.10:29:23,550,0.0,1.3269,0.0,29031,14963,8588,6375,1.2837,0.0,36422,32933,33.563,97.09100000000001,83.81299999999999,45101,43105,29633,515,0,0,18365,170.7,0.0
24.10:29:33,560,0.0,1.3269,0.0,32872,14916,8546,6370,1.2851,0.0,36416,32930,33.563,97.09,83.81299999999999,45097,43105,29651,526,0,0,18365,176.9,0.0
24.10:29:43,570,0.0,1.3255,0.0,33192,14919,8552,6367,1.2837,0.0,36410,32920,33.563,97.09,83.81299999999999,45093,43104,29636,521,0,0,18365,173.9,0.0
24.10:29:53,580,0.0,1.3255,0.0,33164,14947,8578,6369,1.2837,0.0,36402,32946,33.563,97.09,83.81299999999999,45097,43104,29589,521,0,0,18365,173.9,0.0
24.10:30:03,590,0.0,1.3262,0.0,33213,14931,8558,6373,1.2837,0.0,36404,32921,33.563,97.09,83.81299999999999,45099,43104,29610,522,0,0,18365,173.9,0.0
24.10:30:13,600,0.0,1.3262,0.0,33942,14916,8570,6346,1.2851,0.0,36466,32963,33.594,97.089,83.81299999999999,45098,43096,29714,520,0,0,18365,173.9,0.0
24.10:30:23,610,0.0,1.3255,0.0,33137,14952,8572,6380,1.2851,0.0,36427,32965,33.594,97.089,83.81299999999999,45103,43104,29666,519,0,0,18365,170.7,0.0
24.10:30:33,620,0.0,1.3275,0.0,29177,14938,8575,6363,1.2837,0.0,36433,32935,33.594,97.09,83.81299999999999,45098,43103,29693,520,0,0,18365,170.7,0.0
24.10:30:43,630,0.0,1.3269,0.0,29103,14919,8566,6353,1.2851,0.0,36426,32942,33.594,97.09100000000001,83.81299999999999,45097,43103,29659,521,0,0,18365,173.9,0.0
24.10:30:53,640,0.0,1.3262,0.0,33285,14900,8540,6360,1.2837,0.0,36401,32955,33.594,97.09,83.81299999999999,45093,43111,29604,515,0,0,18365,173.9,0.0
24.10:31:03,650,0.0,1.3262,0.0,28724,14933,8548,6385,1.2837,0.0,36450,32939,33.563,97.09100000000001,83.81299999999999,45098,43103,29726,523,0,0,18365,173.9,0.0
24.10:31:13,660,0.0,1.3269,0.0,29040,14911,8562,6349,1.2851,0.0,36424,32934,33.594,97.09,83.81299999999999,45090,43102,29702,518,0,0,18365,173.9,0.0
24.10:31:23,670,0.0,1.3262,0.0,29093,14941,8566,6375,1.2837,0.0,36441,32950,33.594,97.09,83.81299999999999,45094,43094,29689,525,0,0,18365,173.9,0.0
24.10:31:33,680,0.0,1.3269,0.0,33184,14927,8576,6351,1.2837,0.0,36404,32962,33.594,97.09,83.81299999999999,45097,43102,29597,524,0,0,18365,173.9,0.0
24.10:31:43,690,0.0,1.3262,0.0,29106,14930,8566,6364,1.2851,0.0,36402,32941,33.594,97.09,83.81299999999999,45091,43093,29573,513,0,0,18365,173.9,0.0
24.10:31:53,700,0.0,1.3262,0.0,33352,14898,8567,6331,1.2837,0.0,36385,32940,33.594,97.089,83.81299999999999,45090,43093,29610,516,0,0,18365,170.7,0.0
24.10:32:03,710,0.0,1.3262,0.0,34935,14932,8568,6364,1.2851,0.0,36426,32948,33.594,97.09200000000001,83.81299999999999,45096,43092,29621,516,0,0,18365,173.9,0.0
24.10:32:13,720,0.0,1.3269,0.0,29043,14921,8557,6364,1.2851,0.0,36397,32947,33.594,97.089,83.81299999999999,45091,43092,29616,522,0,0,18365,173.9,0.0
24.10:32:23,730,0.0,1.3262,0.0,28925,14904,8568,6336,1.2837,0.0,36379,32939,33.594,97.09,83.81299999999999,45087,43099,29561,520,0,0,18365,173.9,0.0
24.10:32:33,740,0.0,1.3269,0.0,29052,14919,8566,6353,1.2837,0.0,36394,32946,33.625,97.09,83.81299999999999,45082,43090,29611,523,0,0,18365,173.9,0.0
24.10:32:43,750,0.0,1.3262,0.0,33383,14931,8565,6366,1.2851,0.0,36381,32930,33.625,97.09100000000001,83.81299999999999,45079,43098,29562,520,0,0,18365,173.9,0.0
24.10:32:53,760,0.0,1.3275,0.0,33389,14928,8562,6366,1.2851,0.0,36439,32975,33.625,97.09,83.81299999999999,45087,43097,29655,512,0,0,18365,173.9,0.0
24.10:33:03,770,0.0,1.3262,0.0,33287,14944,8582,6362,1.2851,0.0,36498,32939,33.625,97.09,83.81299999999999,45081,43089,29751,522,0,0,18365,173.9,0.0
24.10:33:13,780,0.0,1.3262,0.0,33165,14925,8550,6375,1.2837,0.0,36348,32928,33.625,97.09,83.81299999999999,45074,43088,29524,529,0,0,18365,173.9,0.0
24.10:33:23,790,0.0,1.3269,0.0,28434,14911,8577,6334,1.2837,0.0,36363,32919,33.625,97.09200000000001,83.81299999999999,45079,43087,29535,521,0,0,18365,170.7,0.0
24.10:33:33,800,0.0,1.3269,0.0,29059,14926,8577,6349,1.2851,0.0,36439,32960,33.625,97.09,83.81299999999999,45087,43087,29673,524,0,0,18365,173.9,0.0
24.10:33:43,810,0.0,1.3269,0.0,29121,14938,8572,6366,1.2851,0.0,36418,32947,33.625,97.09,83.81299999999999,45076,43094,29655,530,0,0,18365,173.9,0.0
24.10:33:53,820,0.0,1.3262,0.0,33180,14929,8566,6363,1.2851,0.0,36465,32940,33.625,97.09,83.81299999999999,45086,43085,29703,523,0,0,18365,173.9,0.0
24.10:34:03,830,0.0,1.3269,0.0,33307,14962,8587,6375,1.2837,0.0,36392,32930,33.625,97.09100000000001,83.81299999999999,45085,43093,29636,522,0,0,18365,173.9,0.0
24.10:34:13,840,0.0,1.3269,0.0,33481,14906,8555,6351,1.2851,0.0,36416,32943,33.625,97.09100000000001,83.81299999999999,45082,43084,29627,524,0,0,18365,177.0,0.0
24.10:34:23,850,0.0,1.3269,0.0,33171,14942,8566,6376,1.2837,0.0,36386,32904,33.625,97.09,83.81299999999999,45083,43091,29576,524,0,0,18365,173.9,0.0
24.10:34:33,860,0.0,1.3269,0.0,33228,14937,8572,6365,1.2851,0.0,36471,32938,33.594,97.09,83.81299999999999,45084,43091,29723,522,0,0,18365,173.9,0.0
24.10:34:43,870,0.0,1.3269,0.0,33443,14933,8563,6370,1.2837,0.0,36424,32919,33.594,97.09100000000001,83.81299999999999,45084,43083,29621,522,0,0,18365,173.9,0.0
24.10:34:53,880,0.0,1.3269,0.0,33133,14923,8556,6367,1.2851,0.0,36377,32939,33.594,97.09,83.81299999999999,45076,43091,29562,519,0,0,18365,173.9,0.0
24.10:35:03,890,0.0,1.3262,0.0,33949,14931,8577,6354,1.2851,0.0,36450,32944,33.625,97.089,83.81299999999999,45083,43090,29677,522,0,0,18365,177.0,0.0
24.10:35:13,900,0.0,1.3269,0.0,33480,14949,8575,6374,1.2837,0.0,36374,32938,33.625,97.09,83.81299999999999,45087,43091,29548,514,0,0,18365,173.9,0.0
24.10:35:23,910,0.0,1.3262,0.0,33278,14938,8565,6373,1.2851,0.0,36442,32929,33.594,97.09100000000001,83.81299999999999,45087,43090,29677,516,0,0,18365,173.9,0.0
24.10:35:33,920,0.0,1.3262,0.0,33274,14936,8572,6364,1.2851,0.0,36408,32911,33.594,97.09,83.81299999999999,45094,43091,29695,504,0,0,18365,173.9,0.0
24.10:35:43,930,0.0,1.3269,0.0,33149,14939,8572,6367,1.2851,0.0,36364,32950,33.594,97.09,83.81299999999999,45077,43091,29570,519,0,0,18365,173.9,0.0
24.10:35:53,940,0.0,1.3269,0.0,32973,14936,8545,6391,1.2837,0.0,36397,32949,33.594,97.09100000000001,83.81299999999999,45087,43099,29639,521,0,0,18365,170.7,0.0
24.10:36:03,950,0.0,1.3275,0.0,33361,14933,8583,6350,1.2851,0.0,36408,32903,33.594,97.09100000000001,83.81299999999999,45082,43091,29668,515,0,0,18365,173.9,0.0
24.10:36:13,960,0.0,1.3262,0.0,33309,14929,8570,6359,1.2851,0.0,36391,32924,33.625,97.089,83.81299999999999,45091,43091,29613,518,0,0,18365,173.9,0.0
24.10:36:23,970,0.0,1.3262,0.0,33142,14922,8571,6351,1.2851,0.0,36435,32957,33.594,97.09,83.81299999999999,45084,43091,29693,520,0,0,18365,170.7,0.0
24.10:36:33,980,0.0,1.3262,0.0,33225,14924,8590,6334,1.2837,0.0,36383,32944,33.625,97.09,83.81299999999999,45081,43099,29578,523,0,0,18365,173.9,0.0
24.10:36:43,990,0.0,1.3262,0.0,33119,14923,8552,6371,1.2837,0.0,36354,32939,33.594,97.09100000000001,83.81299999999999,45077,43092,29500,517,0,0,18365,173.9,0.0
24.10:36:53,1000,0.0,1.3262,0.0,33276,14934,8567,6367,1.2851,0.0,36435,32942,33.594,97.09,83.81299999999999,45090,43092,29655,521,0,0,18365,173.9,0.0
24.10:37:03,1010,0.0,1.3269,0.0,33338,14931,8568,6363,1.2851,0.0,36407,32929,33.594,97.089,83.81299999999999,45085,43092,29631,509,0,0,18365,173.9,0.0
24.10:37:13,1020,0.0,1.3269,0.0,33274,14924,8572,6352,1.2851,0.0,36430,32926,33.594,97.089,83.81299999999999,45089,43092,29632,526,0,0,18365,173.9,0.0
24.10:37:23,1030,0.0,1.3262,0.0,33254,14956,8573,6383,1.2851,0.0,36372,32946,33.625,97.09100000000001,83.81299999999999,45081,43084,29567,520,0,0,18365,170.7,0.0
24.10:37:33,1040,0.0,1.3262,0.0,33215,14945,8591,6354,1.2851,0.0,36393,32966,33.594,97.089,83.81299999999999,45091,43091,29590,519,0,0,18365,170.7,0.0
24.10:37:43,1050,0.0,1.3255,0.0,33278,14936,8565,6371,1.2851,0.0,36448,32926,33.625,97.09,83.81299999999999,45083,43091,29726,522,0,0,18365,173.9,0.0
24.10:37:53,1060,0.0,1.3269,0.0,33398,14943,8571,6372,1.2837,0.0,36384,32946,33.594,97.09100000000001,83.81299999999999,45083,43091,29598,527,0,0,18365,170.7,0.0
24.10:38:03,1070,0.0,1.3255,0.0,33244,14922,8561,6361,1.2851,0.0,36402,32920,33.625,97.09100000000001,83.81299999999999,45084,43091,29650,515,0,0,18365,173.9,0.0
24.10:38:13,1080,0.0,1.3269,0.0,33233,14928,8580,6348,1.2851,0.0,36404,32943,33.594,97.09,83.81299999999999,45080,43091,29555,522,0,0,18365,173.9,0.0
24.10:38:23,1090,0.0,1.3255,0.0,33315,14936,8578,6358,1.2851,0.0,36393,32947,33.625,97.089,83.81299999999999,45092,43091,29595,528,0,0,18365,173.9,0.0
24.10:38:33,1100,0.0,1.3269,0.0,33238,14913,8553,6360,1.2837,0.0,36383,32968,33.625,97.089,83.81299999999999,45086,43091,29602,527,0,0,18365,177.0,0.0
24.10:38:43,1110,0.0,1.3269,0.0,33968,14898,8562,6336,1.2851,0.0,36354,32939,33.594,97.09100000000001,83.81299999999999,45080,43083,29558,520,0,0,18365,177.0,0.0
24.10:38:53,1120,0.0,1.3269,0.0,33367,14952,8596,6356,1.2851,0.0,36485,32933,33.594,97.09,83.81299999999999,45091,43091,29784,520,0,0,18365,173.9,0.0
24.10:39:03,1130,0.0,1.3269,0.0,33349,14942,8587,6355,1.2851,0.0,36396,32945,33.625,97.089,83.81299999999999,45087,43091,29576,525,0,0,18365,173.9,0.0
24.10:39:13,1140,0.0,1.3255,0.0,33125,14953,8580,6373,1.2837,0.0,36411,32919,33.594,97.089,83.81299999999999,45080,43091,29611,516,0,0,18365,173.9,0.0
24.10:39:23,1150,0.0,1.3282,0.0,33218,14932,8573,6359,1.2837,0.0,36417,32963,33.625,97.089,83.81299999999999,45092,43091,29678,525,0,0,18365,173.9,0.0
24.10:39:33,1160,0.0,1.3255,0.0,33274,14912,8547,6365,1.2851,0.0,36383,32947,33.625,97.09,83.81299999999999,45081,43090,29581,519,0,0,18365,173.9,0.0
24.10:39:43,1170,0.0,1.3275,0.0,33364,14927,8555,6372,1.2851,0.0,36462,32918,33.625,97.09,83.81299999999999,45088,43090,29693,525,0,0,18365,173.9,0.0
24.10:39:53,1180,0.0,1.3269,0.0,33324,14931,8569,6362,1.2837,0.0,36388,32934,33.625,97.09,83.81299999999999,45080,43090,29595,520,0,0,18365,173.8,0.0
24.10:40:03,1190,0.0,1.3269,0.0,33273,14939,8577,6362,1.2851,0.0,36404,32921,33.625,97.09,83.81299999999999,45085,43082,29587,518,0,0,18365,173.9,0.0
24.10:40:13,1200,0.0,1.3262,0.0,33164,14913,8552,6361,1.2851,0.0,36375,32955,33.594,97.09,83.81299999999999,45075,43089,29585,519,0,0,18365,170.7,0.0
24.10:40:23,1210,0.0,1.3269,0.0,33099,14923,8573,6350,1.2837,0.0,36410,32951,33.625,97.089,83.81299999999999,45076,43081,29616,512,0,0,18365,173.9,0.0
24.10:40:33,1220,0.0,1.3269,0.0,33241,14911,8561,6350,1.2851,0.0,36377,32915,33.625,97.09,83.81299999999999,45079,43088,29505,534,0,0,18365,170.7,0.0
24.10:40:43,1230,0.0,1.3275,0.0,33285,14949,8573,6376,1.2851,0.0,36432,32915,33.625,97.09,83.81299999999999,45082,43080,29646,528,0,0,18365,173.9,0.0
24.10:40:53,1240,0.0,1.3262,0.0,33260,14940,8579,6361,1.2851,0.0,36474,32920,33.625,97.09,83.81299999999999,45082,43079,29771,524,0,0,18365,173.9,0.0
24.10:41:03,1250,0.0,1.3262,0.0,33113,14930,8556,6374,1.2837,0.0,36418,32954,33.625,97.09,83.81299999999999,45081,43087,29659,522,0,0,18365,170.7,0.0
24.10:41:13,1260,0.0,1.3269,0.0,33158,14935,8562,6373,1.2851,0.0,36377,32927,33.625,97.089,83.81299999999999,45070,43079,29601,520,0,0,18365,177.0,0.0
24.10:41:23,1270,0.0,1.3262,0.0,33233,14949,8591,6358,1.2851,0.0,36453,32961,33.625,97.09100000000001,83.81299999999999,45078,43086,29707,517,0,0,18365,173.9,0.0
24.10:41:33,1280,0.0,1.3262,0.0,33099,14912,8575,6337,1.2837,0.0,36417,32926,33.625,97.09,83.81299999999999,45082,43078,29651,524,0,0,18365,173.9,0.0
24.10:41:43,1290,0.0,1.3269,0.0,33243,14935,8576,6359,1.2851,0.0,36447,32938,33.625,97.089,83.81299999999999,45079,43085,29663,533,0,0,18365,173.9,0.0
24.10:41:53,1300,0.0,1.3262,0.0,33189,14913,8561,6352,1.2837,0.0,36429,32936,33.625,97.09,83.81299999999999,45078,43085,29682,516,0,0,18365,173.9,0.0
24.10:42:03,1310,0.0,1.3269,0.0,33219,14929,8558,6371,1.2837,0.0,36452,32945,33.625,97.089,83.81299999999999,45077,43077,29715,528,0,0,18365,173.9,0.0
24.10:42:13,1320,0.0,1.3269,0.0,33128,14889,8559,6330,1.2837,0.0,36425,32944,33.625,97.089,83.81299999999999,45077,43084,29665,529,0,0,18365,173.9,0.0
24.10:42:23,1330,0.0,1.3262,0.0,33113,14916,8580,6336,1.2851,0.0,36385,32945,33.625,97.09,83.81299999999999,45072,43084,29564,527,0,0,18365,173.9,0.0
24.10:42:33,1340,0.0,1.3269,0.0,33268,14913,8566,6347,1.2851,0.0,36412,32925,33.625,97.09,83.81299999999999,45076,43084,29616,520,0,0,18365,173.9,0.0
24.10:42:43,1350,0.0,1.3269,0.0,33150,14917,8566,6351,1.2837,0.0,36393,32934,33.625,97.089,83.81299999999999,45080,43084,29532,532,0,0,18365,173.9,0.0
24.10:42:53,1360,0.0,1.3269,0.0,33232,14955,8574,6381,1.2837,0.0,36357,32939,33.625,97.09100000000001,83.81299999999999,45077,43084,29527,536,0,0,18365,177.0,0.0
24.10:43:03,1370,0.0,1.3262,0.0,33112,14924,8567,6357,1.2837,0.0,36409,32955,33.625,97.089,83.81299999999999,45084,43084,29635,527,0,0,18365,173.9,0.0
24.10:43:13,1380,0.0,1.3255,0.0,33219,14928,8580,6348,1.2837,0.0,36434,32924,33.625,97.09100000000001,83.81299999999999,45081,43091,29643,523,0,0,18365,170.7,0.0
24.10:43:23,1390,0.0,1.3262,0.0,33245,14938,8577,6361,1.2837,0.0,36415,32924,33.625,97.09,83.81299999999999,45077,43083,29673,518,0,0,18365,173.9,0.0
24.10:43:33,1400,0.0,1.3269,0.0,33224,14923,8579,6344,1.2837,0.0,36474,32914,33.656,97.089,83.81299999999999,45079,43084,29739,525,0,0,18365,173.9,0.0
24.10:43:43,1410,0.0,1.3262,0.0,33300,14944,8570,6374,1.2851,0.0,36488,32949,33.625,97.089,83.81299999999999,45086,43083,29743,520,0,0,18365,173.9,0.0
24.10:43:53,1420,0.0,1.3262,0.0,33241,14935,8567,6368,1.2837,0.0,36438,32928,33.625,97.09,83.81299999999999,45087,43083,29664,519,0,0,18365,170.7,0.0
24.10:44:03,1430,0.0,1.3255,0.0,33273,14899,8551,6348,1.2837,0.0,36372,32953,33.625,97.089,83.81299999999999,45075,43083,29575,525,0,0,18365,173.9,0.0
24.10:44:13,1440,0.0,1.3275,0.0,33112,14928,8565,6363,1.2837,0.0,36391,32928,33.625,97.09,83.81299999999999,45081,43083,29585,519,0,0,18365,170.7,0.0
24.10:44:23,1450,0.0,1.3255,0.0,33375,14936,8567,6369,1.2837,0.0,36381,32917,33.656,97.089,83.81299999999999,45080,43083,29577,523,0,0,18365,173.9,0.0
24.10:44:33,1460,0.0,1.3255,0.0,33370,14914,8563,6351,1.2851,0.0,36447,32917,33.625,97.089,83.81299999999999,45080,43082,29599,516,0,0,18365,170.7,0.0
24.10:44:43,1470,0.0,1.3262,0.0,33211,14927,8578,6349,1.2851,0.0,36409,32955,33.656,97.089,83.81299999999999,45075,43074,29637,510,0,0,18365,173.9,0.0
