DATE,SECS,PDS1,DCL,DCI,PDADC,CPTP,CPTF,CPTD,VBC,VFALIM,VFA,XFA,TPCB,VTEMP,CTEMP,VHTR,CHTR,RFL,PDSU,TEMPCO,VQPA,VQP,CM_mW,FAIL
07.11:19:55,320,0.0,1.4499,0.0,33391,15379,7880,7499,1.3467,0.0,33319,31817,33.906,93.639,84.20100000000001,47464,50108,29457,558,0,0,18874,177.0,0.0
07.11:20:05,330,0.0,1.4485,0.0,33260,15366,7869,7497,1.3467,0.0,33235,31814,33.906,93.641,84.20100000000001,47447,50099,29209,553,0,0,18874,177.0,0.0
07.11:20:15,340,0.0,1.4506,0.0,33483,15344,7859,7485,1.3467,0.0,33297,31810,33.906,93.64,84.20100000000001,47446,50105,29372,524,0,0,18874,180.1,0.0
07.11:20:25,350,0.0,1.4499,0.0,33265,15338,7861,7477,1.3467,0.0,33290,31795,33.938,93.64,84.20100000000001,47447,50103,29351,543,0,0,18874,180.1,0.0
07.11:20:35,360,0.0,1.4506,0.0,33247,15367,7878,7489,1.3467,0.0,33269,31802,33.938,93.64,84.20100000000001,47446,50101,29290,531,0,0,18874,177.0,0.0
07.11:20:45,370,0.0,1.4506,0.0,33304,15361,7891,7470,1.3467,0.0,33296,31820,33.938,93.641,84.20100000000001,47450,50099,29447,548,0,0,18874,180.1,0.0
07.11:20:55,380,0.0,1.4499,0.0,33652,15362,7873,7489,1.3467,0.0,33280,31802,33.938,93.64,84.2,47446,50105,29324,542,0,0,18874,180.1,0.0
07.11:21:05,390,0.0,1.4492,0.0,33080,15349,7864,7485,1.3467,0.0,33253,31776,33.969,93.639,84.20100000000001,47431,50087,29297,543,0,0,18874,180.1,0.0
07.11:21:15,400,0.0,1.4506,0.0,33291,15363,7898,7465,1.3467,0.0,33290,31788,33.969,93.64,84.20100000000001,47435,50092,29416,549,0,0,18874,183.2,0.0
07.11:21:25,410,0.0,1.4492,0.0,33356,15351,7871,7480,1.3467,0.0,33269,31800,33.969,93.64200000000001,84.2,47434,50097,29301,530,0,0,18874,177.0,0.0
07.11:21:35,420,0.0,1.4506,0.0,33376,15379,7893,7486,1.3467,0.0,33313,31797,33.969,93.64,84.20100000000001,47446,50087,29411,547,0,0,18874,180.1,0.0
07.11:21:45,430,0.0,1.4499,0.0,33308,15361,7853,7508,1.3467,0.0,33221,31797,33.969,93.639,84.20100000000001,47425,50084,29326,533,0,0,18874,180.1,0.0
07.11:21:55,440,0.0,1.4499,0.0,33379,15372,7885,7487,1.3467,0.0,33329,31748,34.0,93.641,84.20100000000001,47432,50074,29402,540,0,0,18874,180.1,0.0
07.11:22:05,450,0.0,1.4499,0.0,33642,15356,7858,7498,1.3467,0.0,33291,31773,34.0,93.641,84.2,47421,50087,29359,540,0,0,18874,180.1,0.0
07.11:22:15,460,0.0,1.4506,0.0,33164,15359,7857,7502,1.3467,0.0,33297,31776,34.031,93.64,84.2,47420,50084,29407,545,0,0,18874,180.1,0.0
07.11:22:25,470,0.0,1.4499,0.0,33245,15349,7865,7484,1.3467,0.0,33293,31786,34.0,93.64,84.2,47424,50081,29406,539,0,0,18874,180.1,0.0
07.11:22:35,480,0.0,1.4492,0.0,33343,15351,7872,7479,1.3467,0.0,33284,31791,34.0,93.641,84.20100000000001,47411,50062,29360,554,0,0,18874,180.1,0.0
07.11:22:45,490,0.0,1.4506,0.0,33388,15344,7870,7474,1.3467,0.0,33237,31767,34.031,93.64200000000001,84.20100000000001,47394,50059,29232,552,0,0,18874,180.1,0.0
07.11:22:55,500,0.0,1.4506,0.0,33411,15331,7851,7480,1.3467,0.0,33276,31754,34.031,93.641,84.20100000000001,47402,50056,29349,537,0,0,18874,180.1,0.0
07.11:23:05,510,0.0,1.4492,0.0,33441,15375,7867,7508,1.3467,0.0,33220,31748,34.031,93.641,84.20100000000001,47389,50045,29208,535,0,0,18874,177.0,0.0
07.11:23:15,520,0.0,1.4506,0.0,33304,15359,7866,7493,1.3467,0.0,33242,31764,34.031,93.64200000000001,84.20100000000001,47402,50050,29297,540,0,0,18874,180.1,0.0
07.11:23:25,530,0.0,1.4506,0.0,33107,15339,7859,7480,1.3467,0.0,33240,31766,34.063,93.64200000000001,84.2,47399,50063,29308,533,0,0,18874,180.1,0.0
07.11:23:35,540,0.0,1.4506,0.0,33154,15359,7864,7495,1.3481,0.0,33274,31774,34.063,93.641,84.20100000000001,47403,50060,29252,532,0,0,18874,177.0,0.0
07.11:23:45,550,0.0,1.4499,0.0,33251,15344,7869,7475,1.3467,0.0,33253,31758,34.063,93.641,84.20100000000001,47393,50042,29338,540,0,0,18874,180.1,0.0
07.11:23:55,560,0.0,1.4492,0.0,33372,15368,7891,7477,1.3467,0.0,33271,31744,34.094,93.64299999999999,84.20100000000001,47396,50046,29282,554,0,0,18874,183.2,0.0
07.11:24:05,570,0.0,1.4499,0.0,33456,15343,7868,7475,1.3467,0.0,33296,31745,34.063,93.64200000000001,84.20100000000001,47391,50036,29374,553,0,0,18874,180.1,0.0
07.11:24:15,580,0.0,1.4506,0.0,33203,15364,7867,7497,1.3467,0.0,33343,31765,34.063,93.64,84.20100000000001,47398,50040,29452,531,0,0,18874,180.1,0.0
07.11:24:25,590,0.0,1.4513,0.0,34012,15358,7890,7468,1.3467,0.0,33295,31737,34.094,93.641,84.20100000000001,47389,50038,29398,540,0,0,18874,180.1,0.0
07.11:24:35,600,0.0,1.4513,0.0,33202,15353,7869,7484,1.3481,0.0,33343,31729,34.094,93.64200000000001,84.20100000000001,47384,50035,29424,552,0,0,18874,180.1,0.0
07.11:24:45,610,0.0,1.4492,0.0,33285,15360,7884,7476,1.3467,0.0,33327,31734,34.094,93.641,84.20100000000001,47391,50033,29430,572,0,0,18874,183.2,0.0
07.11:24:55,620,0.0,1.4499,0.0,33253,15323,7845,7478,1.3467,0.0,33293,31741,34.094,93.64299999999999,84.20100000000001,47374,50030,29333,537,0,0,18874,180.1,0.0
07.11:25:05,630,0.0,1.4492,0.0,33163,15334,7874,7460,1.3467,0.0,33304,31741,34.094,93.641,84.20100000000001,47377,50028,29414,562,0,0,18874,180.1,0.0
07.11:25:15,640,0.0,1.4499,0.0,33085,15361,7850,7511,1.3467,0.0,33285,31725,34.094,93.64299999999999,84.2,47376,50034,29346,551,0,0,18874,180.1,0.0
07.11:25:25,650,0.0,1.4492,0.0,33343,15350,7859,7491,1.3467,0.0,33281,31734,34.094,93.64200000000001,84.2,47374,50032,29322,557,0,0,18874,180.1,0.0
07.11:25:35,660,0.0,1.4499,0.0,33264,15369,7868,7501,1.3467,0.0,33301,31711,34.094,93.641,84.2,47379,50030,29310,555,0,0,18874,180.1,0.0
07.11:25:45,670,0.0,1.4499,0.0,33371,15364,7877,7487,1.3467,0.0,33270,31735,34.094,93.64299999999999,84.2,47379,50029,29306,536,0,0,18874,180.1,0.0
07.11:25:55,680,0.0,1.4499,0.0,33890,15371,7881,7490,1.3467,0.0,33302,31720,34.094,93.64200000000001,84.2,47370,50027,29402,546,0,0,18874,180.1,0.0
07.11:26:05,690,0.0,1.4506,0.0,33350,15364,7866,7498,1.3467,0.0,33288,31768,34.094,93.64200000000001,84.2,47369,50025,29373,550,0,0,18874,180.1,0.0
07.11:26:15,700,0.0,1.4506,0.0,33269,15365,7863,7502,1.3467,0.0,33225,31718,34.094,93.64200000000001,84.2,47367,50024,29255,545,0,0,18874,180.1,0.0
07.11:26:25,710,0.0,1.4499,0.0,33328,15360,7898,7462,1.3467,0.0,33265,31726,34.094,93.64200000000001,84.20100000000001,47371,50015,29273,550,0,0,18874,180.1,0.0
07.11:26:35,720,0.0,1.4492,0.0,33313,15386,7891,7495,1.3467,0.0,33314,31745,34.094,93.64299999999999,84.2,47375,50021,29370,542,0,0,18874,180.1,0.0
07.11:26:45,730,0.0,1.4499,0.0,33992,15339,7851,7488,1.3467,0.0,33282,31723,34.125,93.64200000000001,84.20100000000001,47361,50012,29324,546,0,0,18874,180.1,0.0
07.11:26:55,740,0.0,1.4499,0.0,33376,15368,7874,7494,1.3467,0.0,33247,31715,34.125,93.64200000000001,84.20100000000001,47372,50010,29230,563,0,0,18874,180.1,0.0
07.11:27:05,750,0.0,1.4492,0.0,33188,15360,7877,7483,1.3467,0.0,33289,31736,34.125,93.64,84.2,47362,50024,29338,554,0,0,18874,180.1,0.0
07.11:27:15,760,0.0,1.4513,0.0,33088,15327,7842,7485,1.3467,0.0,33258,31737,34.125,93.64399999999999,84.2,47356,50015,29264,542,0,0,18874,180.1,0.0
07.11:27:25,770,0.0,1.4499,0.0,33235,15346,7857,7489,1.3467,0.0,33298,31713,34.156,93.64200000000001,84.20100000000001,47361,50005,29395,542,0,0,18874,180.1,0.0
07.11:27:35,780,0.0,1.4506,0.0,28108,15349,7840,7509,1.3467,0.0,33282,31730,34.156,93.64299999999999,84.2,47350,50012,29323,543,0,0,18874,177.0,0.0
07.11:27:45,790,0.0,1.4506,0.0,28371,15390,7897,7493,1.3467,0.0,33290,31717,34.156,93.64299999999999,84.2,47359,50010,29372,534,0,0,18874,180.1,0.0
07.11:27:55,800,0.0,1.4506,0.0,28288,15359,7857,7502,1.3467,0.0,33337,31725,34.156,93.64399999999999,84.20100000000001,47358,50000,29451,546,0,0,18874,177.0,0.0
07.11:28:05,810,0.0,1.4499,0.0,33387,15333,7853,7480,1.3467,0.0,33291,31697,34.156,93.64299999999999,84.20100000000001,47356,49999,29348,559,0,0,18874,180.1,0.0
07.11:28:15,820,0.0,1.4506,0.0,33267,15363,7878,7485,1.3467,0.0,33308,31695,34.156,93.64299999999999,84.2,47355,50005,29396,557,0,0,18874,180.1,0.0
07.11:28:25,830,0.0,1.4506,0.0,33332,15346,7847,7499,1.3467,0.0,33290,31724,34.156,93.64399999999999,84.2,47351,50003,29344,556,0,0,18874,180.1,0.0
07.11:28:35,840,0.0,1.4499,0.0,35354,15372,7891,7481,1.3467,0.0,33277,31716,34.156,93.64399999999999,84.20100000000001,47344,49994,29312,542,0,0,18874,177.0,0.0
07.11:28:45,850,0.0,1.4499,0.0,28721,15356,7860,7496,1.3467,0.0,33299,31687,34.156,93.64299999999999,84.2,47345,50007,29360,554,0,0,18874,180.1,0.0
07.11:28:55,860,0.0,1.4499,0.0,28400,15352,7864,7488,1.3467,0.0,33316,31704,34.156,93.64200000000001,84.2,47348,49998,29364,558,0,0,18874,180.1,0.0
07.11:29:05,870,0.0,1.4513,0.0,28264,15364,7867,7497,1.3467,0.0,33349,31707,34.156,93.64200000000001,84.20100000000001,47348,49989,29463,536,0,0,18874,177.0,0.0
07.11:29:15,880,0.0,1.4506,0.0,28450,15370,7867,7503,1.3467,0.0,33293,31688,34.156,93.64399999999999,84.20100000000001,47345,49987,29317,556,0,0,18874,180.1,0.0
07.11:29:25,890,0.0,1.4513,0.0,33260,15373,7876,7497,1.3467,0.0,33322,31692,34.156,93.64200000000001,84.2,47353,50002,29375,538,0,0,18874,180.1,0.0
07.11:29:35,900,0.0,1.4499,0.0,33309,15363,7877,7486,1.3467,0.0,33313,31712,34.188,93.64399999999999,84.2,47346,50008,29372,546,0,0,18874,180.1,0.0
07.11:29:45,910,0.0,1.4485,0.0,33368,15360,7851,7509,1.3467,0.0,33326,31701,34.156,93.64200000000001,84.2,47335,49992,29421,534,0,0,18874,180.1,0.0
07.11:29:55,920,0.0,1.4506,0.0,27745,15343,7865,7478,1.3467,0.0,33353,31703,34.156,93.64299999999999,84.2,47353,49999,29435,548,0,0,18874,180.1,0.0
07.11:30:05,930,0.0,1.4499,0.0,28282,15350,7854,7496,1.3467,0.0,33285,31701,34.156,93.64399999999999,84.2,47332,50006,29309,544,0,0,18874,180.1,0.0
07.11:30:15,940,0.0,1.4506,0.0,28307,15364,7872,7492,1.3467,0.0,33305,31714,34.156,93.64299999999999,84.2,47338,50005,29344,523,0,0,18874,183.2,0.0
07.11:30:25,950,0.0,1.4499,0.0,33501,15373,7873,7500,1.3467,0.0,33290,31710,34.156,93.64299999999999,84.2,47338,49997,29303,551,0,0,18874,180.1,0.0
07.11:30:35,960,0.0,1.4513,0.0,35287,15384,7893,7491,1.3467,0.0,33355,31665,34.156,93.64399999999999,84.2,47351,49989,29463,558,0,0,18874,177.0,0.0
07.11:30:45,970,0.0,1.4499,0.0,33610,15340,7862,7478,1.3481,0.0,33298,31673,34.156,93.64299999999999,84.2,47338,49988,29371,550,0,0,18874,180.1,0.0
07.11:30:55,980,0.0,1.4499,0.0,33368,15352,7881,7471,1.3467,0.0,33298,31672,34.156,93.64299999999999,84.2,47328,49988,29303,550,0,0,18874,180.1,0.0
07.11:31:05,990,0.0,1.4506,0.0,33380,15345,7866,7479,1.3467,0.0,33262,31687,34.156,93.64299999999999,84.2,47337,49995,29224,543,0,0,18874,177.0,0.0
07.11:31:15,1000,0.0,1.4513,0.0,33781,15370,7890,7480,1.3467,0.0,33319,31701,34.188,93.64399999999999,84.2,47340,50003,29354,552,0,0,18874,180.1,0.0
07.11:31:25,1010,0.0,1.4499,0.0,33347,15347,7868,7479,1.3467,0.0,33307,31696,34.156,93.64200000000001,84.2,47327,49994,29425,536,0,0,18874,180.1,0.0
07.11:31:35,1020,0.0,1.4499,0.0,33254,15353,7875,7478,1.3467,0.0,33299,31682,34.188,93.64200000000001,84.2,47333,49986,29381,556,0,0,18874,180.1,0.0
07.11:31:45,1030,0.0,1.4499,0.0,33439,15359,7847,7512,1.3467,0.0,33324,31673,34.188,93.64200000000001,84.2,47334,49994,29416,555,0,0,18874,180.1,0.0
07.11:31:55,1040,0.0,1.4506,0.0,33386,15364,7877,7487,1.3467,0.0,33333,31676,34.188,93.64299999999999,84.2,47337,49993,29370,551,0,0,18874,183.2,0.0
07.11:32:05,1050,0.0,1.4499,0.0,33390,15359,7874,7485,1.3467,0.0,33307,31659,34.156,93.64399999999999,84.2,47336,49992,29323,534,0,0,18874,177.0,0.0
07.11:32:15,1060,0.0,1.4499,0.0,33284,15354,7875,7479,1.3467,0.0,33247,31683,34.188,93.64299999999999,84.2,47333,49992,29259,548,0,0,18874,180.1,0.0
07.11:32:25,1070,0.0,1.4506,0.0,33324,15358,7849,7509,1.3467,0.0,33291,31707,34.188,93.64299999999999,84.2,47331,49991,29327,550,0,0,18874,177.0,0.0
07.11:32:35,1080,0.0,1.4506,0.0,33190,15381,7892,7489,1.3467,0.0,33294,31689,34.188,93.64399999999999,84.2,47328,49991,29338,532,0,0,18874,180.1,0.0
07.11:32:45,1090,0.0,1.4492,0.0,33533,15359,7885,7474,1.3467,0.0,33223,31635,34.188,93.64399999999999,84.2,47330,49990,29202,550,0,0,18874,180.1,0.0
07.11:32:55,1100,0.0,1.4506,0.0,33381,15349,7882,7467,1.3467,0.0,33387,31662,34.188,93.64200000000001,84.20100000000001,47335,49974,29558,560,0,0,18874,180.1,0.0
07.11:33:05,1110,0.0,1.4506,0.0,33234,15360,7878,7482,1.3467,0.0,33259,31686,34.188,93.64299999999999,84.2,47328,49981,29220,552,0,0,18874,180.1,0.0
07.11:33:15,1120,0.0,1.4506,0.0,33313,15353,7856,7497,1.3467,0.0,33314,31690,34.188,93.64299999999999,84.2,47339,49981,29412,543,0,0,18874,180.1,0.0
07.11:33:25,1130,0.0,1.4506,0.0,33283,15356,7857,7499,1.3467,0.0,33314,31674,34.156,93.64299999999999,84.2,47330,49988,29371,530,0,0,18874,180.1,0.0
07.11:33:35,1140,0.0,1.4506,0.0,33393,15354,7877,7477,1.3467,0.0,33361,31702,34.188,93.64200000000001,84.2,47341,49988,29459,540,0,0,18874,180.1,0.0
07.11:33:45,1150,0.0,1.4499,0.0,33573,15330,7856,7474,1.3467,0.0,33289,31680,34.188,93.64200000000001,84.2,47336,49980,29327,546,0,0,18874,177.0,0.0
07.11:33:55,1160,0.0,1.4499,0.0,33369,15330,7849,7481,1.3467,0.0,33328,31664,34.188,93.64299999999999,84.2,47329,49988,29366,546,0,0,18874,177.0,0.0
07.11:34:05,1170,0.0,1.4499,0.0,33369,15349,7847,7502,1.3467,0.0,33310,31711,34.188,93.64299999999999,84.2,47335,49987,29407,570,0,0,18874,180.1,0.0
07.11:34:15,1180,0.0,1.4499,0.0,33356,15358,7865,7493,1.3467,0.0,33281,31677,34.188,93.64299999999999,84.2,47331,49987,29348,563,0,0,18874,177.0,0.0
07.11:34:25,1190,0.0,1.4506,0.0,33391,15370,7874,7496,1.3467,0.0,33292,31666,34.219,93.64200000000001,84.2,47335,49986,29355,548,0,0,18874,180.1,0.0
07.11:34:35,1200,0.0,1.4506,0.0,33385,15335,7858,7477,1.3467,0.0,33280,31652,34.188,93.64399999999999,84.2,47331,49986,29355,534,0,0,18874,183.2,0.0
07.11:34:45,1210,0.0,1.4506,0.0,33414,15347,7863,7484,1.3467,0.0,33266,31653,34.219,93.64399999999999,84.2,47327,49993,29265,547,0,0,18874,180.1,0.0
07.11:34:55,1220,0.0,1.4499,0.0,33405,15345,7861,7484,1.3467,0.0,33335,31647,34.219,93.64299999999999,84.2,47334,49985,29394,538,0,0,18874,180.1,0.0
07.11:35:05,1230,0.0,1.4506,0.0,33223,15364,7869,7495,1.3467,0.0,33240,31659,34.188,93.64299999999999,84.2,47315,49976,29282,545,0,0,18874,180.1,0.0
07.11:35:15,1240,0.0,1.4499,0.0,33388,15359,7869,7490,1.3467,0.0,33345,31678,34.219,93.64299999999999,84.2,47332,49975,29444,567,0,0,18874,180.1,0.0
07.11:35:25,1250,0.0,1.4506,0.0,33454,15359,7858,7501,1.3467,0.0,33300,31670,34.219,93.64299999999999,84.2,47324,49975,29327,536,0,0,18874,177.0,0.0
07.11:35:35,1260,0.0,1.4492,0.0,33379,15344,7872,7472,1.3467,0.0,33276,31652,34.219,93.64299999999999,84.2,47327,49974,29316,548,0,0,18874,180.1,0.0
07.11:35:45,1270,0.0,1.4492,0.0,33386,15349,7849,7500,1.3467,0.0,33275,31705,34.219,93.64399999999999,84.2,47320,49981,29316,561,0,0,18874,180.1,0.0
07.11:35:55,1280,0.0,1.4506,0.0,33390,15366,7892,7474,1.3467,0.0,33364,31686,34.188,93.64299999999999,84.2,47324,49972,29489,557,0,0,18874,180.1,0.0
07.11:36:05,1290,0.0,1.4506,0.0,33245,15356,7867,7489,1.3481,0.0,33344,31663,34.219,93.64200000000001,84.2,47328,49979,29466,553,0,0,18874,177.0,0.0
07.11:36:15,1300,0.0,1.4499,0.0,33193,15352,7871,7481,1.3467,0.0,33376,31685,34.219,93.64299999999999,84.2,47327,49979,29450,566,0,0,18874,183.2,0.0
07.11:36:25,1310,0.0,1.4499,0.0,33184,15347,7850,7497,1.3467,0.0,33373,31660,34.219,93.64299999999999,84.2,47328,49970,29408,531,0,0,18874,180.1,0.0
07.11:36:35,1320,0.0,1.4499,0.0,33188,15364,7872,7492,1.3467,0.0,33348,31649,34.219,93.64299999999999,84.2,47328,49969,29454,554,0,0,18874,183.2,0.0
07.11:36:45,1330,0.0,1.4499,0.0,33190,15349,7843,7506,1.3481,0.0,33312,31677,34.219,93.64200000000001,84.2,47325,49976,29364,563,0,0,18874,177.0,0.0
07.11:36:55,1340,0.0,1.4499,0.0,33160,15350,7869,7481,1.3467,0.0,33318,31695,34.219,93.64200000000001,84.20100000000001,47328,49968,29337,541,0,0,18874,180.1,0.0
07.11:37:05,1350,0.0,1.4492,0.0,33322,15365,7853,7512,1.3467,0.0,33325,31692,34.219,93.64200000000001,84.2,47326,49975,29421,562,0,0,18874,180.1,0.0
07.11:37:15,1360,0.0,1.4506,0.0,33390,15358,7854,7504,1.3467,0.0,33337,31676,34.219,93.64299999999999,84.2,47325,49967,29379,555,0,0,18874,177.0,0.0
07.11:37:25,1370,0.0,1.4506,0.0,33307,15349,7876,7473,1.3467,0.0,33347,31645,34.219,93.64299999999999,84.2,47327,49974,29378,556,0,0,18874,177.0,0.0
07.11:37:35,1380,0.0,1.4499,0.0,34044,15344,7865,7479,1.3467,0.0,33372,31673,34.188,93.64200000000001,84.2,47324,49974,29511,547,0,0,18874,180.1,0.0
07.11:37:45,1390,0.0,1.4499,0.0,33200,15361,7866,7495,1.3467,0.0,33348,31676,34.219,93.64299999999999,84.2,47326,49981,29382,561,0,0,18874,177.0,0.0
07.11:37:55,1400,0.0,1.4506,0.0,33315,15360,7863,7497,1.3467,0.0,33318,31674,34.219,93.64299999999999,84.2,47328,49973,29376,541,0,0,18874,177.0,0.0
07.11:38:05,1410,0.0,1.4499,0.0,33392,15367,7887,7480,1.3467,0.0,33283,31663,34.219,93.64299999999999,84.2,47331,49965,29328,543,0,0,18874,180.1,0.0
07.11:38:15,1420,0.0,1.4506,0.0,33279,15375,7892,7483,1.3467,0.0,33295,31662,34.219,93.64299999999999,84.2,47331,49965,29385,554,0,0,18874,180.1,0.0
07.11:38:25,1430,0.0,1.4506,0.0,33404,15349,7862,7487,1.3467,0.0,33317,31676,34.219,93.64399999999999,84.2,47317,49973,29373,565,0,0,18874,180.1,0.0
07.11:38:35,1440,0.0,1.4506,0.0,33376,15353,7871,7482,1.3467,0.0,33300,31679,34.219,93.64299999999999,84.2,47319,49965,29292,549,0,0,18874,180.1,0.0
07.11:38:45,1450,0.0,1.4499,0.0,33333,15364,7881,7483,1.3467,0.0,33375,31671,34.219,93.64200000000001,84.2,47332,49973,29440,556,0,0,18874,183.2,0.0
07.11:38:55,1460,0.0,1.4492,0.0,33387,15342,7871,7471,1.3467,0.0,33285,31657,34.188,93.64200000000001,84.2,47321,49965,29350,561,0,0,18874,180.1,0.0
07.11:39:05,1470,0.0,1.4506,0.0,33388,15364,7855,7509,1.3467,0.0,33323,31656,34.219,93.64299999999999,84.2,47328,49973,29349,544,0,0,18874,180.1,0.0
