DATE,SECS,PDS1,DCL,DCI,PDADC,CPTP,CPTF,CPTD,VBC,VFALIM,VFA,XFA,TPCB,VTEMP,CTEMP,VHTR,CHTR,RFL,PDSU,TEMPCO,VQPA,VQP,FAIL
08.17:55:41,600,0.0,0.9885,0.0,33037,14085,10089,3996,1.2878,0.0,35272,33464,34.125,98.235,83.06,46459,40176,27946,497,0,0,17870,0.0
08.17:55:51,610,0.0,0.9885,0.0,33034,14072,10092,3980,1.2878,0.0,35335,33430,34.125,98.234,83.06,46463,40176,28028,510,0,0,17870,0.0
08.17:56:01,620,0.0,0.9885,0.0,33010,14098,10106,3992,1.2878,0.0,35341,33459,34.125,98.235,83.06,46462,40184,28031,483,0,0,17870,0.0
08.17:56:11,630,0.0,0.9871,0.0,33045,14079,10104,3975,1.2878,0.0,35342,33482,34.156,98.23299999999999,83.06,46460,40183,28039,500,0,0,17870,0.0
08.17:56:21,640,0.0,0.9885,0.0,33017,14087,10106,3981,1.2878,0.0,35355,33474,34.156,98.23299999999999,83.06,46463,40183,28032,488,0,0,17870,0.0
08.17:56:31,650,0.0,0.9892,0.0,32887,14076,10094,3982,1.2878,0.0,35333,33470,34.156,98.234,83.06,46462,40183,27989,483,0,0,17870,0.0
08.17:56:41,660,0.0,0.9885,0.0,33044,14075,10108,3967,1.2878,0.0,35299,33459,34.156,98.236,83.06,46456,40175,27954,506,0,0,17870,0.0
08.17:56:51,670,0.0,0.9885,0.0,33031,14074,10121,3953,1.2878,0.0,35321,33435,34.125,98.234,83.06,46464,40183,28020,503,0,0,17870,0.0
08.17:57:01,680,0.0,0.9885,0.0,32951,14087,10087,4000,1.2878,0.0,35304,33482,34.125,98.234,83.06,46463,40182,27982,498,0,0,17870,0.0
08.17:57:11,690,0.0,0.9892,0.0,33405,14074,10108,3966,1.2878,0.0,35316,33461,34.125,98.234,83.059,46462,40191,27988,496,0,0,17870,0.0
08.17:57:21,700,0.0,0.9892,0.0,33098,14076,10104,3972,1.2878,0.0,35275,33421,34.156,98.236,83.06,46462,40175,27894,502,0,0,17870,0.0
08.17:57:31,710,0.0,0.9878,0.0,33035,14067,10086,3981,1.2878,0.0,35269,33443,34.125,98.234,83.06,46461,40183,27898,513,0,0,17870,0.0
08.17:57:41,720,0.0,0.9892,0.0,33040,14090,10103,3987,1.2878,0.0,35315,33421,34.125,98.23299999999999,83.06,46463,40175,27947,498,0,0,17870,0.0
08.17:57:51,730,0.0,0.9878,0.0,33010,14093,10109,3984,1.2878,0.0,35291,33474,34.156,98.23299999999999,83.06,46463,40183,27957,494,0,0,17870,0.0
08.17:58:01,740,0.0,0.9885,0.0,33057,14088,10109,3979,1.2878,0.0,35306,33478,34.125,98.234,83.059,46463,40199,27948,490,0,0,17870,0.0
08.17:58:11,750,0.0,0.9885,0.0,32890,14075,10113,3962,1.2878,0.0,35287,33448,34.125,98.234,83.06,46466,40183,27922,494,0,0,17870,0.0
08.17:58:21,760,0.0,0.9885,0.0,33027,14101,10095,4006,1.2878,0.0,35330,33467,34.125,98.23200000000001,83.059,46465,40184,28027,495,0,0,17870,0.0
08.17:58:31,770,0.0,0.9885,0.0,33022,14090,10094,3996,1.2878,0.0,35305,33455,34.125,98.235,83.06,46465,40184,27983,481,0,0,17870,0.0
08.17:58:41,780,0.0,0.9878,0.0,33025,14076,10097,3979,1.2878,0.0,35317,33455,34.125,98.235,83.06,46468,40176,28015,498,0,0,17870,0.0
08.17:58:51,790,0.0,0.9885,0.0,32941,14081,10094,3987,1.2878,0.0,35307,33450,34.156,98.235,83.06,46464,40176,27956,486,0,0,17870,0.0
08.17:59:01,800,0.0,0.9878,0.0,33060,14087,10116,3971,1.2878,0.0,35258,33433,34.125,98.235,83.06,46464,40176,27892,485,0,0,17870,0.0
08.17:59:11,810,0.0,0.9885,0.0,33153,14087,10107,3980,1.2878,0.0,35305,33430,34.125,98.235,83.06,46464,40176,27994,502,0,0,17870,0.0
08.17:59:21,820,0.0,0.9885,0.0,33029,14083,10094,3989,1.2878,0.0,35317,33435,34.156,98.235,83.059,46464,40192,28015,498,0,0,17870,0.0
08.17:59:31,830,0.0,0.9871,0.0,33022,14069,10077,3992,1.2878,0.0,35274,33458,34.125,98.234,83.06,46459,40183,27941,491,0,0,17870,0.0
08.17:59:41,840,0.0,0.9871,0.0,32951,14082,10106,3976,1.2878,0.0,35303,33456,34.156,98.23299999999999,83.06,46463,40183,27978,488,0,0,17870,0.0
08.17:59:51,850,0.0,0.9885,0.0,33058,14088,10114,3974,1.2878,0.0,35283,33469,34.125,98.23700000000001,83.06,46462,40183,27940,492,0,0,17870,0.0
08.18:00:01,860,0.0,0.9885,0.0,33460,14069,10093,3976,1.2878,0.0,35267,33439,34.156,98.235,83.059,46461,40190,27928,483,0,0,17870,0.0
08.18:00:11,870,0.0,0.9878,0.0,33017,14086,10103,3983,1.2878,0.0,35297,33449,34.125,98.234,83.06,46458,40182,27966,501,0,0,17870,0.0
08.18:00:21,880,0.0,0.9885,0.0,33056,14102,10116,3986,1.2878,0.0,35293,33429,34.125,98.235,83.06,46459,40174,27931,500,0,0,17870,0.0
08.18:00:31,890,0.0,0.9885,0.0,33023,14090,10101,3989,1.2878,0.0,35288,33437,34.156,98.23700000000001,83.06,46457,40173,27922,494,0,0,17870,0.0
08.18:00:41,900,0.0,0.9885,0.0,33113,14091,10113,3978,1.2878,0.0,35303,33445,34.156,98.234,83.06,46460,40173,27970,497,0,0,17870,0.0
08.18:00:51,910,0.0,0.9878,0.0,33016,14103,10109,3994,1.2878,0.0,35308,33424,34.156,98.234,83.059,46464,40188,27989,493,0,0,17870,0.0
08.18:01:01,920,0.0,0.9878,0.0,33018,14086,10102,3984,1.2878,0.0,35299,33429,34.156,98.234,83.06,46461,40180,27980,496,0,0,17870,0.0
08.18:01:11,930,0.0,0.9878,0.0,33075,14082,10117,3965,1.2878,0.0,35303,33416,34.156,98.23700000000001,83.06,46458,40172,27937,483,0,0,17870,0.0
08.18:01:21,940,0.0,0.9885,0.0,33010,14084,10087,3997,1.2878,0.0,35289,33416,34.156,98.235,83.06,46450,40171,27948,483,0,0,17870,0.0
08.18:01:31,950,0.0,0.9885,0.0,32881,14092,10102,3990,1.2878,0.0,35340,33469,34.156,98.235,83.059,46464,40187,28011,492,0,0,17870,0.0
08.18:01:41,960,0.0,0.9878,0.0,33091,14088,10096,3992,1.2878,0.0,35299,33454,34.156,98.23200000000001,83.06,46459,40171,27993,494,0,0,17870,0.0
08.18:01:51,970,0.0,0.9885,0.0,33029,14087,10099,3988,1.2878,0.0,35319,33427,34.156,98.236,83.06,46460,40171,27983,496,0,0,17870,0.0
08.18:02:01,980,0.0,0.9885,0.0,33342,14094,10094,4000,1.2878,0.0,35296,33457,34.156,98.234,83.06,46458,40171,27951,497,0,0,17870,0.0
08.18:02:11,990,0.0,0.9885,0.0,33056,14092,10098,3994,1.2878,0.0,35292,33417,34.156,98.23299999999999,83.06,46456,40179,27917,485,0,0,17870,0.0
08.18:02:21,1000,0.0,0.9878,0.0,33054,14075,10083,3992,1.2878,0.0,35293,33415,34.156,98.234,83.06,46456,40179,27950,489,0,0,17870,0.0
08.18:02:31,1010,0.0,0.9885,0.0,33052,14079,10109,3970,1.2878,0.0,35270,33456,34.156,98.236,83.06,46458,40179,27895,505,0,0,17870,0.0
08.18:02:41,1020,0.0,0.9885,0.0,33029,14104,10124,3980,1.2878,0.0,35333,33457,34.156,98.234,83.06,46462,40171,28003,488,0,0,17870,0.0
08.18:02:51,1030,0.0,0.9871,0.0,32993,14075,10087,3988,1.2878,0.0,35301,33443,34.156,98.234,83.06,46463,40179,27937,491,0,0,17870,0.0
08.18:03:01,1040,0.0,0.9885,0.0,30587,14092,10111,3981,1.2878,0.0,35331,33442,34.156,98.234,83.06,46461,40179,28007,487,0,0,17870,0.0
08.18:03:11,1050,0.0,0.9878,0.0,30629,14085,10096,3989,1.2878,0.0,35287,33419,34.156,98.23700000000001,83.06,46455,40179,27909,489,0,0,17870,0.0
08.18:03:21,1060,0.0,0.9878,0.0,32976,14070,10099,3971,1.2878,0.0,35298,33451,34.156,98.234,83.06,46461,40172,27960,492,0,0,17870,0.0
08.18:03:31,1070,0.0,0.9878,0.0,33058,14083,10103,3980,1.2878,0.0,35294,33428,34.156,98.235,83.06,46458,40179,27929,494,0,0,17870,0.0
08.18:03:41,1080,0.0,0.9885,0.0,33058,14077,10113,3964,1.2878,0.0,35304,33439,34.156,98.234,83.059,46462,40187,27962,489,0,0,17870,0.0
08.18:03:51,1090,0.0,0.9878,0.0,32990,14070,10107,3963,1.2878,0.0,35281,33397,34.156,98.23700000000001,83.06,46455,40171,27928,486,0,0,17870,0.0
08.18:04:01,1100,0.0,0.9878,0.0,30580,14088,10104,3984,1.2878,0.0,35281,33443,34.156,98.23700000000001,83.06,46455,40171,27928,497,0,0,17870,0.0
08.18:04:11,1110,0.0,0.9878,0.0,30491,14077,10109,3968,1.2878,0.0,35290,33449,34.156,98.235,83.06,46455,40171,27941,507,0,0,17870,0.0
08.18:04:21,1120,0.0,0.9885,0.0,30587,14081,10086,3995,1.2878,0.0,35328,33462,34.156,98.235,83.06,46459,40179,28027,497,0,0,17870,0.0
08.18:04:31,1130,0.0,0.9885,0.0,30503,14088,10113,3975,1.2864,0.0,35301,33458,34.156,98.23700000000001,83.06,46458,40170,27981,493,0,0,17870,0.0
08.18:04:41,1140,0.0,0.9885,0.0,33121,14083,10100,3983,1.2878,0.0,35314,33422,34.156,98.235,83.06,46458,40178,28026,489,0,0,17870,0.0
08.18:04:51,1150,0.0,0.9892,0.0,33155,14088,10113,3975,1.2878,0.0,35289,33414,34.156,98.234,83.06,46456,40177,27953,478,0,0,17870,0.0
